home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime
Puebla,Club Tijuana,True,False,3.0,2.0,3.0,1.0,3.0,2.0
Club Tijuana,Guadalajara Chivas,True,False,4.0,0.0,3.0,0.0,4.0,0.0
Club Queretaro,Puebla,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Monterrey,Cruz Azul,,,1.0,1.0,1.0,1.0,1.0,1.0
Atlas,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Tigres UANL,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Jaguares de Chiapas,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Santos Laguna,Monarcas,False,True,2.0,4.0,1.0,2.0,2.0,4.0
Cruz Azul,Club Tijuana,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Monarcas,Atlas,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Tigres UANL,Jaguares de Chiapas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Leon,Monterrey,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Veracruz,Club America,False,True,2.0,4.0,2.0,1.0,2.0,4.0
Necaxa,U.N.A.M. - Pumas,,,2.0,2.0,1.0,1.0,2.0,2.0
Toluca,Pachuca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Puebla,Santos Laguna,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Queretaro,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,Puebla,True,False,3.0,2.0,2.0,1.0,3.0,2.0
Pachuca,U.N.A.M. - Pumas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club America,Monarcas,,,1.0,1.0,0.0,0.0,1.0,1.0
Toluca,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Jaguares de Chiapas,Veracruz,,,1.0,1.0,0.0,1.0,1.0,1.0
Santos Laguna,Guadalajara Chivas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Veracruz,Toluca,,,2.0,2.0,1.0,0.0,2.0,2.0
Cruz Azul,Santos Laguna,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Tigres UANL,Pachuca,True,False,4.0,2.0,2.0,1.0,4.0,2.0
Monarcas,Jaguares de Chiapas,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Leon,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Necaxa,Club Tijuana,,,1.0,1.0,1.0,0.0,1.0,1.0
Guadalajara Chivas,Atlas,,,2.0,2.0,1.0,1.0,2.0,2.0
U.N.A.M. - Pumas,Monterrey,True,False,5.0,3.0,4.0,1.0,5.0,3.0
Puebla,Club America,,,2.0,2.0,1.0,1.0,2.0,2.0
Club Queretaro,Necaxa,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Atlas,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0
Tigres UANL,Veracruz,,,1.0,1.0,0.0,0.0,1.0,1.0
Pachuca,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0
Club America,Guadalajara Chivas,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Toluca,Monarcas,,,2.0,2.0,1.0,1.0,2.0,2.0
Jaguares de Chiapas,Puebla,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Santos Laguna,Leon,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Veracruz,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Cruz Azul,Club America,False,True,3.0,4.0,3.0,0.0,3.0,4.0
Monarcas,Tigres UANL,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Leon,Atlas,True,False,4.0,1.0,3.0,1.0,4.0,1.0
Necaxa,Santos Laguna,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Guadalajara Chivas,Jaguares de Chiapas,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Puebla,Toluca,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Veracruz,Monarcas,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Toluca,Guadalajara Chivas,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Club Queretaro,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Tigres UANL,Puebla,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Jaguares de Chiapas,Cruz Azul,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Pachuca,Club Tijuana,,,2.0,2.0,1.0,1.0,2.0,2.0
Club America,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Santos Laguna,U.N.A.M. - Pumas,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Monarcas,Pachuca,False,True,1.0,5.0,1.0,2.0,1.0,5.0
Cruz Azul,Toluca,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Puebla,Veracruz,True,False,3.0,2.0,2.0,2.0,3.0,2.0
Necaxa,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0
Leon,Jaguares de Chiapas,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Atlas,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Monterrey,Santos Laguna,True,False,5.0,2.0,3.0,1.0,5.0,2.0
Club Tijuana,Club Queretaro,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Veracruz,Guadalajara Chivas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Jaguares de Chiapas,Necaxa,,,2.0,2.0,1.0,2.0,2.0,2.0
Tigres UANL,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
Monarcas,Puebla,False,True,2.0,3.0,1.0,0.0,2.0,3.0
Atlas,Monterrey,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Club America,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Toluca,Leon,,,1.0,1.0,1.0,1.0,1.0,1.0
Santos Laguna,Club Tijuana,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club Tijuana,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club Queretaro,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Cruz Azul,Veracruz,True,False,5.0,3.0,2.0,2.0,5.0,3.0
Monterrey,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0
Leon,Tigres UANL,True,False,3.0,2.0,3.0,1.0,3.0,2.0
Necaxa,Toluca,True,False,3.0,1.0,3.0,1.0,3.0,1.0
Guadalajara Chivas,Monarcas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
U.N.A.M. - Pumas,Jaguares de Chiapas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Puebla,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0
Veracruz,Leon,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Jaguares de Chiapas,Monterrey,False,True,1.0,4.0,1.0,2.0,1.0,4.0
Tigres UANL,Necaxa,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Atlas,Club Queretaro,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Monarcas,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0
Pachuca,Santos Laguna,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club America,Club Tijuana,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Tijuana,Jaguares de Chiapas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Queretaro,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0
Monterrey,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0
Leon,Monarcas,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Necaxa,Veracruz,True,False,3.0,2.0,2.0,0.0,3.0,2.0
U.N.A.M. - Pumas,Tigres UANL,False,True,1.0,3.0,1.0,1.0,1.0,3.0
Santos Laguna,Atlas,,,2.0,2.0,1.0,1.0,2.0,2.0
Guadalajara Chivas,Pachuca,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Veracruz,U.N.A.M. - Pumas,False,True,1.0,4.0,0.0,1.0,1.0,4.0
Jaguares de Chiapas,Club Queretaro,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Tigres UANL,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0
Monarcas,Necaxa,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Pachuca,Atlas,True,False,3.0,2.0,1.0,2.0,3.0,2.0
Club America,Santos Laguna,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Guadalajara Chivas,Cruz Azul,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Toluca,Club Tijuana,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Puebla,Leon,,,2.0,2.0,0.0,2.0,2.0,2.0
Club Tijuana,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Cruz Azul,Pachuca,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club Queretaro,Toluca,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Monterrey,Veracruz,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Atlas,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0
Leon,Guadalajara Chivas,,,1.0,1.0,0.0,1.0,1.0,1.0
Necaxa,Puebla,True,False,3.0,1.0,1.0,0.0,3.0,1.0
U.N.A.M. - Pumas,Monarcas,,,1.0,1.0,0.0,1.0,1.0,1.0
Santos Laguna,Jaguares de Chiapas,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Veracruz,Club Tijuana,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Jaguares de Chiapas,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Cruz Azul,Leon,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Tigres UANL,Club Queretaro,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Monarcas,Monterrey,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Pachuca,Club America,,,3.0,3.0,2.0,1.0,3.0,3.0
Guadalajara Chivas,Necaxa,,,1.0,1.0,1.0,1.0,1.0,1.0
Puebla,U.N.A.M. - Pumas,False,True,0.0,3.0,0.0,0.0,0.0,3.0
